kecamatan,periode,jumlah_kasus,tahun,bulan,nama_bulan,musim
Cengkareng,2015-02-01,27,2015,2,February,Musim Hujan
Cengkareng,2015-03-01,48,2015,3,March,Pancaroba I
Cengkareng,2015-04-01,82,2015,4,April,Pancaroba I
Cengkareng,2015-05-01,75,2015,5,May,Pancaroba I
Cengkareng,2015-06-01,35,2015,6,June,Musim Kemarau
Cengkareng,2015-07-01,36,2015,7,July,Musim Kemarau
Cengkareng,2015-08-01,24,2015,8,August,Musim Kemarau
Cengkareng,2015-09-01,14,2015,9,September,Pancaroba II
Cengkareng,2015-10-01,16,2015,10,October,Pancaroba II
Cengkareng,2015-11-01,11,2015,11,November,Pancaroba II
Cengkareng,2015-12-01,17,2015,12,December,Musim Hujan
Cengkareng,2016-01-01,57,2016,1,January,Musim Hujan
Cengkareng,2016-02-01,201,2016,2,February,Musim Hujan
Cengkareng,2016-03-01,279,2016,3,March,Pancaroba I
Cengkareng,2016-04-01,491,2016,4,April,Pancaroba I
Cengkareng,2016-05-01,272,2016,5,May,Pancaroba I
Cengkareng,2016-06-01,165,2016,6,June,Musim Kemarau
Cengkareng,2016-07-01,160,2016,7,July,Musim Kemarau
Cengkareng,2016-08-01,175,2016,8,August,Musim Kemarau
Cengkareng,2016-09-01,128,2016,9,September,Pancaroba II
Cengkareng,2016-10-01,116,2016,10,October,Pancaroba II
Cengkareng,2016-11-01,97,2016,11,November,Pancaroba II
Cengkareng,2016-12-01,88,2016,12,December,Musim Hujan
Cengkareng,2017-01-01,54,2017,1,January,Musim Hujan
Cengkareng,2017-02-01,24,2017,2,February,Musim Hujan
Cengkareng,2017-03-01,33,2017,3,March,Pancaroba I
Cengkareng,2017-04-01,31,2017,4,April,Pancaroba I
Cengkareng,2017-05-01,31,2017,5,May,Pancaroba I
Cengkareng,2017-06-01,19,2017,6,June,Musim Kemarau
Cengkareng,2017-07-01,17,2017,7,July,Musim Kemarau
Cengkareng,2017-08-01,10,2017,8,August,Musim Kemarau
Cengkareng,2017-09-01,10,2017,9,September,Pancaroba II
Cengkareng,2017-10-01,28,2017,10,October,Pancaroba II
Cengkareng,2017-11-01,12,2017,11,November,Pancaroba II
Cengkareng,2017-12-01,14,2017,12,December,Musim Hujan
Cengkareng,2018-01-01,19,2018,1,January,Musim Hujan
Cengkareng,2018-02-01,18,2018,2,February,Musim Hujan
Cengkareng,2018-03-01,26,2018,3,March,Pancaroba I
Cengkareng,2018-04-01,36,2018,4,April,Pancaroba I
Cengkareng,2018-05-01,33,2018,5,May,Pancaroba I
Cengkareng,2018-06-01,30,2018,6,June,Musim Kemarau
Cengkareng,2018-07-01,21,2018,7,July,Musim Kemarau
Cengkareng,2018-08-01,13,2018,8,August,Musim Kemarau
Cengkareng,2018-09-01,16,2018,9,September,Pancaroba II
Cengkareng,2018-10-01,16,2018,10,October,Pancaroba II
Cengkareng,2018-11-01,23,2018,11,November,Pancaroba II
Cengkareng,2018-12-01,28,2018,12,December,Musim Hujan
Cengkareng,2019-01-01,70,2019,1,January,Musim Hujan
Cengkareng,2019-02-01,154,2019,2,February,Musim Hujan
Cengkareng,2019-03-01,147,2019,3,March,Pancaroba I
Cengkareng,2019-04-01,121,2019,4,April,Pancaroba I
Cengkareng,2019-05-01,92,2019,5,May,Pancaroba I
Cengkareng,2019-06-01,35,2019,6,June,Musim Kemarau
Cengkareng,2019-07-01,18,2019,7,July,Musim Kemarau
Cengkareng,2019-08-01,9,2019,8,August,Musim Kemarau
Cengkareng,2019-09-01,3,2019,9,September,Pancaroba II
Cengkareng,2019-10-01,7,2019,10,October,Pancaroba II
Cengkareng,2019-11-01,13,2019,11,November,Pancaroba II
Cengkareng,2019-12-01,12,2019,12,December,Musim Hujan
Cengkareng,2020-01-01,15,2020,1,January,Musim Hujan
Cengkareng,2020-02-01,28,2020,2,February,Musim Hujan
Cengkareng,2020-03-01,59,2020,3,March,Pancaroba I
Cengkareng,2020-04-01,48,2020,4,April,Pancaroba I
Cengkareng,2020-05-01,48,2020,5,May,Pancaroba I
Cengkareng,2020-06-01,23,2020,6,June,Musim Kemarau
Cengkareng,2020-07-01,6,2020,7,July,Musim Kemarau
Cengkareng,2020-08-01,6,2020,8,August,Musim Kemarau
Cengkareng,2020-09-01,10,2020,9,September,Pancaroba II
Cengkareng,2020-10-01,4,2020,10,October,Pancaroba II
Cengkareng,2020-11-01,2,2020,11,November,Pancaroba II
Cengkareng,2020-12-01,2,2020,12,December,Musim Hujan
Cengkareng,2021-01-01,1,2021,1,January,Musim Hujan
Cengkareng,2021-02-01,3,2021,2,February,Musim Hujan
Cengkareng,2021-03-01,6,2021,3,March,Pancaroba I
Cengkareng,2021-04-01,14,2021,4,April,Pancaroba I
Cengkareng,2021-05-01,21,2021,5,May,Pancaroba I
Cengkareng,2021-06-01,20,2021,6,June,Musim Kemarau
Cengkareng,2021-07-01,7,2021,7,July,Musim Kemarau
Cengkareng,2021-08-01,11,2021,8,August,Musim Kemarau
Cengkareng,2021-09-01,29,2021,9,September,Pancaroba II
Cengkareng,2021-10-01,21,2021,10,October,Pancaroba II
Cengkareng,2021-11-01,20,2021,11,November,Pancaroba II
Cengkareng,2021-12-01,43,2021,12,December,Musim Hujan
Cengkareng,2022-01-01,54,2022,1,January,Musim Hujan
Cengkareng,2022-02-01,23,2022,2,February,Musim Hujan
Cengkareng,2022-03-01,51,2022,3,March,Pancaroba I
Cengkareng,2022-04-01,83,2022,4,April,Pancaroba I
Cengkareng,2022-05-01,76,2022,5,May,Pancaroba I
Cengkareng,2022-06-01,70,2022,6,June,Musim Kemarau
Cengkareng,2022-07-01,48,2022,7,July,Musim Kemarau
Cengkareng,2022-08-01,40,2022,8,August,Musim Kemarau
Cengkareng,2022-09-01,25,2022,9,September,Pancaroba II
Cengkareng,2022-10-01,26,2022,10,October,Pancaroba II
Cengkareng,2022-11-01,34,2022,11,November,Pancaroba II
Cengkareng,2022-12-01,38,2022,12,December,Musim Hujan
Cengkareng,2023-01-01,33,2023,1,January,Musim Hujan
Cengkareng,2023-02-01,18,2023,2,February,Musim Hujan
Cengkareng,2023-03-01,25,2023,3,March,Pancaroba I
Cengkareng,2023-04-01,43,2023,4,April,Pancaroba I
Cengkareng,2023-05-01,48,2023,5,May,Pancaroba I
Cengkareng,2023-06-01,29,2023,6,June,Musim Kemarau
Cengkareng,2023-07-01,21,2023,7,July,Musim Kemarau
Cengkareng,2023-08-01,17,2023,8,August,Musim Kemarau
Cengkareng,2023-09-01,20,2023,9,September,Pancaroba II
Cengkareng,2023-10-01,26,2023,10,October,Pancaroba II
Cengkareng,2023-11-01,15,2023,11,November,Pancaroba II
Cengkareng,2023-12-01,9,2023,12,December,Musim Hujan
Cengkareng,2024-01-01,30,2024,1,January,Musim Hujan
Cengkareng,2024-02-01,83,2024,2,February,Musim Hujan
Cengkareng,2024-03-01,122,2024,3,March,Pancaroba I
Cengkareng,2024-04-01,129,2024,4,April,Pancaroba I
Cengkareng,2024-05-01,156,2024,5,May,Pancaroba I
Cengkareng,2024-06-01,77,2024,6,June,Musim Kemarau
Cengkareng,2024-07-01,44,2024,7,July,Musim Kemarau
Cengkareng,2024-08-01,41,2024,8,August,Musim Kemarau
Cengkareng,2024-09-01,28,2024,9,September,Pancaroba II
Cengkareng,2024-10-01,24,2024,10,October,Pancaroba II
Cengkareng,2024-11-01,23,2024,11,November,Pancaroba II
Cengkareng,2024-12-01,41,2024,12,December,Musim Hujan
Cengkareng,2025-01-01,61,2025,1,January,Musim Hujan
Cengkareng,2025-02-01,79,2025,2,February,Musim Hujan
Cengkareng,2025-03-01,104,2025,3,March,Pancaroba I
Cengkareng,2025-04-01,133,2025,4,April,Pancaroba I
Cengkareng,2025-05-01,142,2025,5,May,Pancaroba I
Cengkareng,2025-06-01,130,2025,6,June,Musim Kemarau
Cengkareng,2025-07-01,150,2025,7,July,Musim Kemarau
Cengkareng,2025-08-01,128,2025,8,August,Musim Kemarau
Cengkareng,2025-09-01,75,2025,9,September,Pancaroba II
Cengkareng,2025-10-01,57,2025,10,October,Pancaroba II
Cengkareng,2025-11-01,53,2025,11,November,Pancaroba II
Cengkareng,2025-12-01,51,2025,12,December,Musim Hujan
Cilandak,2010-01-01,53,2010,1,January,Musim Hujan
Cilandak,2010-02-01,70,2010,2,February,Musim Hujan
Cilandak,2010-03-01,59,2010,3,March,Pancaroba I
Cilandak,2010-04-01,56,2010,4,April,Pancaroba I
Cilandak,2010-05-01,43,2010,5,May,Pancaroba I
Cilandak,2010-06-01,40,2010,6,June,Musim Kemarau
Cilandak,2010-07-01,46,2010,7,July,Musim Kemarau
Cilandak,2010-08-01,51,2010,8,August,Musim Kemarau
Cilandak,2010-09-01,32,2010,9,September,Pancaroba II
Cilandak,2010-10-01,40,2010,10,October,Pancaroba II
Cilandak,2010-11-01,53,2010,11,November,Pancaroba II
Cilandak,2010-12-01,33,2010,12,December,Musim Hujan
Cilandak,2011-01-01,16,2011,1,January,Musim Hujan
Cilandak,2011-02-01,19,2011,2,February,Musim Hujan
Cilandak,2011-03-01,14,2011,3,March,Pancaroba I
Cilandak,2011-04-01,11,2011,4,April,Pancaroba I
Cilandak,2011-05-01,2,2011,5,May,Pancaroba I
Cilandak,2011-06-01,4,2011,6,June,Musim Kemarau
Cilandak,2011-07-01,15,2011,7,July,Musim Kemarau
Cilandak,2011-08-01,14,2011,8,August,Musim Kemarau
Cilandak,2011-09-01,4,2011,9,September,Pancaroba II
Cilandak,2011-10-01,11,2011,10,October,Pancaroba II
Cilandak,2011-11-01,11,2011,11,November,Pancaroba II
Cilandak,2011-12-01,12,2011,12,December,Musim Hujan
Cilandak,2012-01-01,28,2012,1,January,Musim Hujan
Cilandak,2012-02-01,20,2012,2,February,Musim Hujan
Cilandak,2012-03-01,24,2012,3,March,Pancaroba I
Cilandak,2012-04-01,22,2012,4,April,Pancaroba I
Cilandak,2012-05-01,11,2012,5,May,Pancaroba I
Cilandak,2012-06-01,20,2012,6,June,Musim Kemarau
Cilandak,2012-07-01,8,2012,7,July,Musim Kemarau
Cilandak,2012-08-01,0,2012,8,August,Musim Kemarau
Cilandak,2012-09-01,4,2012,9,September,Pancaroba II
Cilandak,2012-10-01,1,2012,10,October,Pancaroba II
Cilandak,2012-11-01,3,2012,11,November,Pancaroba II
Cilandak,2012-12-01,4,2012,12,December,Musim Hujan
Cilandak,2013-01-01,14,2013,1,January,Musim Hujan
Cilandak,2013-02-01,18,2013,2,February,Musim Hujan
Cilandak,2013-03-01,5,2013,3,March,Pancaroba I
Cilandak,2013-04-01,13,2013,4,April,Pancaroba I
Cilandak,2013-05-01,21,2013,5,May,Pancaroba I
Cilandak,2013-06-01,27,2013,6,June,Musim Kemarau
Cilandak,2013-07-01,13,2013,7,July,Musim Kemarau
Cilandak,2013-08-01,43,2013,8,August,Musim Kemarau
Cilandak,2013-09-01,31,2013,9,September,Pancaroba II
Cilandak,2013-10-01,12,2013,10,October,Pancaroba II
Cilandak,2013-11-01,14,2013,11,November,Pancaroba II
Cilandak,2013-12-01,1,2013,12,December,Musim Hujan
Cilandak,2014-01-01,32,2014,1,January,Musim Hujan
Cilandak,2014-02-01,24,2014,2,February,Musim Hujan
Cilandak,2014-03-01,40,2014,3,March,Pancaroba I
Cilandak,2014-04-01,42,2014,4,April,Pancaroba I
Cilandak,2014-05-01,43,2014,5,May,Pancaroba I
Cilandak,2014-06-01,20,2014,6,June,Musim Kemarau
Cilandak,2014-07-01,26,2014,7,July,Musim Kemarau
Cilandak,2014-08-01,26,2014,8,August,Musim Kemarau
Cilandak,2014-09-01,14,2014,9,September,Pancaroba II
Cilandak,2014-10-01,12,2014,10,October,Pancaroba II
Cilandak,2014-11-01,0,2014,11,November,Pancaroba II
Cilandak,2014-12-01,5,2014,12,December,Musim Hujan
Cilandak,2015-01-01,16,2015,1,January,Musim Hujan
Cilandak,2015-02-01,23,2015,2,February,Musim Hujan
Cilandak,2015-03-01,27,2015,3,March,Pancaroba I
Cilandak,2015-04-01,32,2015,4,April,Pancaroba I
Cilandak,2015-05-01,16,2015,5,May,Pancaroba I
Cilandak,2015-06-01,13,2015,6,June,Musim Kemarau
Cilandak,2015-07-01,5,2015,7,July,Musim Kemarau
Cilandak,2015-08-01,3,2015,8,August,Musim Kemarau
Cilandak,2015-09-01,3,2015,9,September,Pancaroba II
Cilandak,2015-10-01,0,2015,10,October,Pancaroba II
Cilandak,2015-11-01,0,2015,11,November,Pancaroba II
Cilandak,2015-12-01,3,2015,12,December,Musim Hujan
Cilandak,2016-01-01,23,2016,1,January,Musim Hujan
Cilandak,2016-02-01,46,2016,2,February,Musim Hujan
Cilandak,2016-03-01,59,2016,3,March,Pancaroba I
Cilandak,2016-04-01,64,2016,4,April,Pancaroba I
Cilandak,2016-05-01,55,2016,5,May,Pancaroba I
Cilandak,2016-06-01,28,2016,6,June,Musim Kemarau
Cilandak,2016-07-01,31,2016,7,July,Musim Kemarau
Cilandak,2016-08-01,26,2016,8,August,Musim Kemarau
Cilandak,2016-09-01,23,2016,9,September,Pancaroba II
Cilandak,2016-10-01,27,2016,10,October,Pancaroba II
Cilandak,2016-11-01,13,2016,11,November,Pancaroba II
Cilandak,2016-12-01,8,2016,12,December,Musim Hujan
Cilandak,2017-01-01,8,2017,1,January,Musim Hujan
Cilandak,2017-02-01,5,2017,2,February,Musim Hujan
Cilandak,2017-03-01,4,2017,3,March,Pancaroba I
Cilandak,2017-04-01,3,2017,4,April,Pancaroba I
Cilandak,2017-05-01,5,2017,5,May,Pancaroba I
Cilandak,2017-06-01,2,2017,6,June,Musim Kemarau
Cilandak,2017-07-01,0,2017,7,July,Musim Kemarau
Cilandak,2017-08-01,2,2017,8,August,Musim Kemarau
Cilandak,2017-09-01,1,2017,9,September,Pancaroba II
Cilandak,2017-10-01,6,2017,10,October,Pancaroba II
Cilandak,2017-11-01,2,2017,11,November,Pancaroba II
Cilandak,2017-12-01,1,2017,12,December,Musim Hujan
Cilandak,2018-01-01,1,2018,1,January,Musim Hujan
Cilandak,2018-02-01,2,2018,2,February,Musim Hujan
Cilandak,2018-03-01,1,2018,3,March,Pancaroba I
Cilandak,2018-04-01,1,2018,4,April,Pancaroba I
Cilandak,2018-05-01,9,2018,5,May,Pancaroba I
Cilandak,2018-06-01,1,2018,6,June,Musim Kemarau
Cilandak,2018-07-01,4,2018,7,July,Musim Kemarau
Cilandak,2018-08-01,3,2018,8,August,Musim Kemarau
Cilandak,2018-09-01,0,2018,9,September,Pancaroba II
Cilandak,2018-10-01,1,2018,10,October,Pancaroba II
Cilandak,2018-11-01,2,2018,11,November,Pancaroba II
Cilandak,2018-12-01,5,2018,12,December,Musim Hujan
Cilandak,2019-01-01,16,2019,1,January,Musim Hujan
Cilandak,2019-02-01,15,2019,2,February,Musim Hujan
Cilandak,2019-03-01,7,2019,3,March,Pancaroba I
Cilandak,2019-04-01,2,2019,4,April,Pancaroba I
Cilandak,2019-05-01,2,2019,5,May,Pancaroba I
Cilandak,2019-06-01,3,2019,6,June,Musim Kemarau
Cilandak,2019-07-01,3,2019,7,July,Musim Kemarau
Cilandak,2019-08-01,0,2019,8,August,Musim Kemarau
Cilandak,2019-09-01,0,2019,9,September,Pancaroba II
Cilandak,2019-10-01,0,2019,10,October,Pancaroba II
Cilandak,2019-11-01,1,2019,11,November,Pancaroba II
Cilandak,2019-12-01,1,2019,12,December,Musim Hujan
Cilandak,2020-01-01,2,2020,1,January,Musim Hujan
Cilandak,2020-02-01,13,2020,2,February,Musim Hujan
Cilandak,2020-03-01,16,2020,3,March,Pancaroba I
Cilandak,2020-04-01,10,2020,4,April,Pancaroba I
Cilandak,2020-05-01,3,2020,5,May,Pancaroba I
Cilandak,2020-06-01,6,2020,6,June,Musim Kemarau
Cilandak,2020-07-01,3,2020,7,July,Musim Kemarau
Cilandak,2020-08-01,2,2020,8,August,Musim Kemarau
Cilandak,2020-09-01,1,2020,9,September,Pancaroba II
Cilandak,2020-10-01,2,2020,10,October,Pancaroba II
Cilandak,2020-11-01,0,2020,11,November,Pancaroba II
Cilandak,2020-12-01,0,2020,12,December,Musim Hujan
Cilandak,2021-01-01,1,2021,1,January,Musim Hujan
Cilandak,2021-02-01,1,2021,2,February,Musim Hujan
Cilandak,2021-03-01,0,2021,3,March,Pancaroba I
Cilandak,2021-04-01,0,2021,4,April,Pancaroba I
Cilandak,2021-05-01,1,2021,5,May,Pancaroba I
Cilandak,2021-06-01,3,2021,6,June,Musim Kemarau
Cilandak,2021-07-01,2,2021,7,July,Musim Kemarau
Cilandak,2021-08-01,4,2021,8,August,Musim Kemarau
Cilandak,2021-09-01,7,2021,9,September,Pancaroba II
Cilandak,2021-10-01,4,2021,10,October,Pancaroba II
Cilandak,2021-11-01,16,2021,11,November,Pancaroba II
Cilandak,2021-12-01,11,2021,12,December,Musim Hujan
Cilandak,2022-01-01,14,2022,1,January,Musim Hujan
Cilandak,2022-02-01,6,2022,2,February,Musim Hujan
Cilandak,2022-03-01,15,2022,3,March,Pancaroba I
Cilandak,2022-04-01,29,2022,4,April,Pancaroba I
Cilandak,2022-05-01,19,2022,5,May,Pancaroba I
Cilandak,2022-06-01,19,2022,6,June,Musim Kemarau
Cilandak,2022-07-01,26,2022,7,July,Musim Kemarau
Cilandak,2022-08-01,16,2022,8,August,Musim Kemarau
Cilandak,2022-09-01,7,2022,9,September,Pancaroba II
Cilandak,2022-10-01,5,2022,10,October,Pancaroba II
Cilandak,2022-11-01,5,2022,11,November,Pancaroba II
Cilandak,2022-12-01,10,2022,12,December,Musim Hujan
Cilandak,2023-01-01,7,2023,1,January,Musim Hujan
Cilandak,2023-02-01,2,2023,2,February,Musim Hujan
Cilandak,2023-03-01,5,2023,3,March,Pancaroba I
Cilandak,2023-04-01,4,2023,4,April,Pancaroba I
Cilandak,2023-05-01,1,2023,5,May,Pancaroba I
Cilandak,2023-06-01,5,2023,6,June,Musim Kemarau
Cilandak,2023-07-01,2,2023,7,July,Musim Kemarau
Cilandak,2023-08-01,0,2023,8,August,Musim Kemarau
Cilandak,2023-09-01,3,2023,9,September,Pancaroba II
Cilandak,2023-10-01,1,2023,10,October,Pancaroba II
Cilandak,2023-11-01,0,2023,11,November,Pancaroba II
Cilandak,2023-12-01,1,2023,12,December,Musim Hujan
Cilandak,2024-01-01,2,2024,1,January,Musim Hujan
Cilandak,2024-02-01,17,2024,2,February,Musim Hujan
Cilandak,2024-03-01,37,2024,3,March,Pancaroba I
Cilandak,2024-04-01,22,2024,4,April,Pancaroba I
Cilandak,2024-05-01,38,2024,5,May,Pancaroba I
Cilandak,2024-06-01,13,2024,6,June,Musim Kemarau
Cilandak,2024-07-01,14,2024,7,July,Musim Kemarau
Cilandak,2024-08-01,9,2024,8,August,Musim Kemarau
Cilandak,2024-09-01,6,2024,9,September,Pancaroba II
Cilandak,2024-10-01,4,2024,10,October,Pancaroba II
Cilandak,2024-11-01,2,2024,11,November,Pancaroba II
Cilandak,2024-12-01,3,2024,12,December,Musim Hujan
Cilandak,2025-01-01,18,2025,1,January,Musim Hujan
Cilandak,2025-02-01,18,2025,2,February,Musim Hujan
Cilandak,2025-03-01,13,2025,3,March,Pancaroba I
Cilandak,2025-04-01,14,2025,4,April,Pancaroba I
Cilandak,2025-05-01,6,2025,5,May,Pancaroba I
Cilandak,2025-06-01,4,2025,6,June,Musim Kemarau
Cilandak,2025-07-01,7,2025,7,July,Musim Kemarau
Cilandak,2025-08-01,6,2025,8,August,Musim Kemarau
Cilandak,2025-09-01,8,2025,9,September,Pancaroba II
Cilandak,2025-10-01,9,2025,10,October,Pancaroba II
Cilandak,2025-11-01,6,2025,11,November,Pancaroba II
Cilandak,2025-12-01,0,2025,12,December,Musim Hujan
Cilincing,2010-01-01,42,2010,1,January,Musim Hujan
Cilincing,2010-02-01,77,2010,2,February,Musim Hujan
Cilincing,2010-03-01,120,2010,3,March,Pancaroba I
Cilincing,2010-04-01,81,2010,4,April,Pancaroba I
Cilincing,2010-05-01,58,2010,5,May,Pancaroba I
Cilincing,2010-06-01,38,2010,6,June,Musim Kemarau
Cilincing,2010-07-01,46,2010,7,July,Musim Kemarau
Cilincing,2010-08-01,39,2010,8,August,Musim Kemarau
Cilincing,2010-09-01,30,2010,9,September,Pancaroba II
Cilincing,2010-10-01,36,2010,10,October,Pancaroba II
Cilincing,2010-11-01,44,2010,11,November,Pancaroba II
Cilincing,2010-12-01,29,2010,12,December,Musim Hujan
Cilincing,2011-01-01,25,2011,1,January,Musim Hujan
Cilincing,2011-02-01,31,2011,2,February,Musim Hujan
Cilincing,2011-03-01,45,2011,3,March,Pancaroba I
Cilincing,2011-04-01,27,2011,4,April,Pancaroba I
Cilincing,2011-05-01,22,2011,5,May,Pancaroba I
Cilincing,2011-06-01,22,2011,6,June,Musim Kemarau
Cilincing,2011-07-01,21,2011,7,July,Musim Kemarau
Cilincing,2011-08-01,21,2011,8,August,Musim Kemarau
Cilincing,2011-09-01,12,2011,9,September,Pancaroba II
Cilincing,2011-10-01,7,2011,10,October,Pancaroba II
Cilincing,2011-11-01,5,2011,11,November,Pancaroba II
Cilincing,2011-12-01,6,2011,12,December,Musim Hujan
Cilincing,2012-01-01,25,2012,1,January,Musim Hujan
Cilincing,2012-02-01,28,2012,2,February,Musim Hujan
Cilincing,2012-03-01,31,2012,3,March,Pancaroba I
Cilincing,2012-04-01,40,2012,4,April,Pancaroba I
Cilincing,2012-05-01,49,2012,5,May,Pancaroba I
Cilincing,2012-06-01,24,2012,6,June,Musim Kemarau
Cilincing,2012-07-01,20,2012,7,July,Musim Kemarau
Cilincing,2012-08-01,16,2012,8,August,Musim Kemarau
Cilincing,2012-09-01,2,2012,9,September,Pancaroba II
Cilincing,2012-10-01,7,2012,10,October,Pancaroba II
Cilincing,2012-11-01,6,2012,11,November,Pancaroba II
Cilincing,2012-12-01,15,2012,12,December,Musim Hujan
Cilincing,2013-01-01,18,2013,1,January,Musim Hujan
Cilincing,2013-02-01,29,2013,2,February,Musim Hujan
Cilincing,2013-03-01,11,2013,3,March,Pancaroba I
Cilincing,2013-04-01,44,2013,4,April,Pancaroba I
Cilincing,2013-05-01,42,2013,5,May,Pancaroba I
Cilincing,2013-06-01,25,2013,6,June,Musim Kemarau
Cilincing,2013-07-01,20,2013,7,July,Musim Kemarau
Cilincing,2013-08-01,25,2013,8,August,Musim Kemarau
Cilincing,2013-09-01,9,2013,9,September,Pancaroba II
Cilincing,2013-10-01,10,2013,10,October,Pancaroba II
Cilincing,2013-11-01,10,2013,11,November,Pancaroba II
Cilincing,2013-12-01,3,2013,12,December,Musim Hujan
Cilincing,2014-01-01,21,2014,1,January,Musim Hujan
Cilincing,2014-02-01,17,2014,2,February,Musim Hujan
Cilincing,2014-03-01,32,2014,3,March,Pancaroba I
Cilincing,2014-04-01,40,2014,4,April,Pancaroba I
Cilincing,2014-05-01,11,2014,5,May,Pancaroba I
Cilincing,2014-06-01,11,2014,6,June,Musim Kemarau
Cilincing,2014-07-01,15,2014,7,July,Musim Kemarau
Cilincing,2014-08-01,13,2014,8,August,Musim Kemarau
Cilincing,2014-09-01,7,2014,9,September,Pancaroba II
Cilincing,2014-10-01,6,2014,10,October,Pancaroba II
Cilincing,2014-11-01,8,2014,11,November,Pancaroba II
Cilincing,2014-12-01,2,2014,12,December,Musim Hujan
Cilincing,2015-01-01,8,2015,1,January,Musim Hujan
Cilincing,2015-02-01,20,2015,2,February,Musim Hujan
Cilincing,2015-03-01,31,2015,3,March,Pancaroba I
Cilincing,2015-04-01,48,2015,4,April,Pancaroba I
Cilincing,2015-05-01,18,2015,5,May,Pancaroba I
Cilincing,2015-06-01,30,2015,6,June,Musim Kemarau
Cilincing,2015-07-01,17,2015,7,July,Musim Kemarau
Cilincing,2015-08-01,19,2015,8,August,Musim Kemarau
Cilincing,2015-09-01,9,2015,9,September,Pancaroba II
Cilincing,2015-10-01,10,2015,10,October,Pancaroba II
Cilincing,2015-11-01,1,2015,11,November,Pancaroba II
Cilincing,2015-12-01,13,2015,12,December,Musim Hujan
Cilincing,2016-01-01,31,2016,1,January,Musim Hujan
Cilincing,2016-02-01,90,2016,2,February,Musim Hujan
Cilincing,2016-03-01,80,2016,3,March,Pancaroba I
Cilincing,2016-04-01,40,2016,4,April,Pancaroba I
Cilincing,2016-05-01,71,2016,5,May,Pancaroba I
Cilincing,2016-06-01,27,2016,6,June,Musim Kemarau
Cilincing,2016-07-01,8,2016,7,July,Musim Kemarau
Cilincing,2016-08-01,16,2016,8,August,Musim Kemarau
Cilincing,2016-09-01,40,2016,9,September,Pancaroba II
Cilincing,2016-10-01,9,2016,10,October,Pancaroba II
Cilincing,2016-11-01,45,2016,11,November,Pancaroba II
Cilincing,2016-12-01,36,2016,12,December,Musim Hujan
Cilincing,2017-01-01,42,2017,1,January,Musim Hujan
Cilincing,2017-02-01,22,2017,2,February,Musim Hujan
Cilincing,2017-03-01,26,2017,3,March,Pancaroba I
Cilincing,2017-04-01,29,2017,4,April,Pancaroba I
Cilincing,2017-05-01,19,2017,5,May,Pancaroba I
Cilincing,2017-06-01,5,2017,6,June,Musim Kemarau
Cilincing,2017-07-01,3,2017,7,July,Musim Kemarau
Cilincing,2017-08-01,0,2017,8,August,Musim Kemarau
Cilincing,2017-09-01,4,2017,9,September,Pancaroba II
Cilincing,2017-10-01,20,2017,10,October,Pancaroba II
Cilincing,2017-11-01,31,2017,11,November,Pancaroba II
Cilincing,2017-12-01,5,2017,12,December,Musim Hujan
Cilincing,2018-01-01,5,2018,1,January,Musim Hujan
Cilincing,2018-02-01,1,2018,2,February,Musim Hujan
Cilincing,2018-03-01,8,2018,3,March,Pancaroba I
Cilincing,2018-04-01,5,2018,4,April,Pancaroba I
Cilincing,2018-05-01,8,2018,5,May,Pancaroba I
Cilincing,2018-06-01,4,2018,6,June,Musim Kemarau
Cilincing,2018-07-01,10,2018,7,July,Musim Kemarau
Cilincing,2018-08-01,6,2018,8,August,Musim Kemarau
Cilincing,2018-09-01,4,2018,9,September,Pancaroba II
Cilincing,2018-10-01,3,2018,10,October,Pancaroba II
Cilincing,2018-11-01,2,2018,11,November,Pancaroba II
Cilincing,2018-12-01,3,2018,12,December,Musim Hujan
Cilincing,2019-01-01,15,2019,1,January,Musim Hujan
Cilincing,2019-02-01,45,2019,2,February,Musim Hujan
Cilincing,2019-03-01,88,2019,3,March,Pancaroba I
Cilincing,2019-04-01,16,2019,4,April,Pancaroba I
Cilincing,2019-05-01,30,2019,5,May,Pancaroba I
